name,entropy
R_0_E_0_S_21_B_85.pt,5.906733982397783
R_1_E_0_S_6_B_55.pt,7.331099557505991
R_0_E_0_S_3_B_79.pt,9.737805429809434
R_1_E_0_S_51_B_4.pt,6.851050313700137
R_0_E_0_S_51_B_75.pt,5.725275636638996
R_0_E_0_S_45_B_10.pt,6.1366605110504295
R_1_E_0_S_9_B_1.pt,7.388642305213187
R_1_E_0_S_37_B_125.pt,4.8436874434430965
R_1_E_0_S_39_B_50.pt,6.083940605459979
R_0_E_0_S_39_B_3.pt,5.9861433984533035
R_1_E_0_S_25_B_69.pt,7.158508943757455
R_1_E_0_S_42_B_19.pt,6.49453180468152
R_1_E_0_S_7_B_25.pt,7.154675077352241
R_0_E_0_S_44_B_100.pt,5.362581529452372
R_0_E_0_S_39_B_124.pt,7.25820815102945
R_0_E_0_S_13_B_44.pt,8.839065977573295
R_1_E_0_S_42_B_135.pt,2.7036605417675204
R_1_E_0_S_25_B_89.pt,6.718200933902093
R_1_E_0_S_32_B_74.pt,7.442621462378221
R_0_E_0_S_7_B_65.pt,7.228439842263484
R_0_E_0_S_35_B_89.pt,6.7077895564218615
R_1_E_0_S_41_B_15.pt,5.853382235270514
R_1_E_0_S_4_B_95.pt,7.655828752535157
R_0_E_0_S_12_B_64.pt,10.22818283534032
R_0_E_0_S_23_B_26.pt,6.446049637539432
R_0_E_0_S_29_B_44.pt,7.45064158032895
R_0_E_0_S_20_B_10.pt,6.265770965494642
R_0_E_0_S_39_B_135.pt,3.1768632399961634
R_1_E_0_S_1_B_9.pt,9.058756126910811
R_0_E_0_S_2_B_90.pt,7.788050054096819
R_0_E_0_S_48_B_94.pt,7.063200673422243
R_0_E_0_S_11_B_24.pt,8.888040077338683
R_0_E_0_S_43_B_4.pt,7.040018732648479
R_0_E_0_S_52_B_35.pt,6.674004235312324
R_1_E_0_S_13_B_86.pt,7.913836103551081
R_0_E_0_S_9_B_45.pt,6.789054880226439
R_1_E_0_S_8_B_49.pt,8.897415197746938
R_0_E_0_S_20_B_30.pt,6.298670102589905
R_0_E_0_S_45_B_15.pt,6.129125562812724
R_1_E_0_S_4_B_100.pt,7.597638747995924
R_0_E_0_S_31_B_139.pt,7.752932170688424
R_1_E_0_S_20_B_115.pt,5.169730792588374
R_1_E_0_S_43_B_44.pt,7.268003112122213
R_0_E_0_S_47_B_120.pt,4.22445834438023
R_0_E_0_S_2_B_135.pt,5.259219777007231
R_0_E_0_S_21_B_41.pt,6.06107959656367
R_0_E_0_S_34_B_110.pt,5.302624700892778
R_1_E_0_S_5_B_38.pt,6.915472758043501
R_0_E_0_S_5_B_65.pt,7.860739611845415
R_0_E_0_S_28_B_121.pt,5.450289615589156
R_0_E_0_S_1_B_19.pt,9.690817099863036
R_0_E_0_S_2_B_123.pt,7.1169008485728185
R_1_E_0_S_23_B_68.pt,5.830111711808845
R_1_E_0_S_6_B_31.pt,7.14545254824818
R_0_E_0_S_24_B_129.pt,7.107125264548173
R_1_E_0_S_18_B_105.pt,5.747328137102915
R_1_E_0_S_25_B_95.pt,5.604858937841286
R_1_E_0_S_9_B_129.pt,8.295231495224026
R_1_E_0_S_1_B_22.pt,9.336965385850384
R_1_E_0_S_16_B_19.pt,6.738908141662128
R_0_E_0_S_2_B_9.pt,8.132192964713457
R_1_E_0_S_35_B_6.pt,6.205357971972659
R_0_E_0_S_8_B_38.pt,7.092294486830864
R_0_E_0_S_45_B_93.pt,5.14442035643151
R_1_E_0_S_10_B_79.pt,8.912072250559607
R_1_E_0_S_50_B_135.pt,2.70959537067903
R_1_E_0_S_28_B_69.pt,7.378129349889258
R_0_E_0_S_19_B_133.pt,3.689045152710727
R_0_E_0_S_47_B_129.pt,6.540981148239069
R_0_E_0_S_47_B_15.pt,5.951727314220789
R_1_E_0_S_29_B_64.pt,7.3889474108963356
R_1_E_0_S_13_B_31.pt,7.562754260782455
R_1_E_0_S_17_B_74.pt,7.444316851534198
R_1_E_0_S_45_B_34.pt,7.1651300466858885
R_1_E_0_S_30_B_32.pt,6.150725654994296
R_1_E_0_S_26_B_130.pt,4.8560964042901835
R_0_E_0_S_40_B_81.pt,6.0823409600196054
R_1_E_0_S_35_B_3.pt,5.879144151276347
R_0_E_0_S_1_B_58.pt,10.020979827081035
R_1_E_0_S_40_B_112.pt,4.8050065529185195
R_1_E_0_S_51_B_64.pt,7.00811051950559
R_1_E_0_S_6_B_67.pt,7.4195523856699115
R_1_E_0_S_39_B_22.pt,5.815072320432683
R_0_E_0_S_20_B_107.pt,6.300281352910839
R_0_E_0_S_8_B_105.pt,7.007467182984809
R_0_E_0_S_6_B_103.pt,7.75577791848184
R_0_E_0_S_33_B_86.pt,6.328602209106906
R_0_E_0_S_3_B_122.pt,8.904604473278109
R_1_E_0_S_6_B_12.pt,6.881796425989917
R_1_E_0_S_45_B_111.pt,4.982253465911226
R_1_E_0_S_30_B_138.pt,4.690386226269789
R_0_E_0_S_48_B_102.pt,5.899438785364176
R_0_E_0_S_52_B_125.pt,5.128287709764868
R_1_E_0_S_43_B_40.pt,6.2411488530907935
R_0_E_0_S_32_B_65.pt,5.924372940288081
R_1_E_0_S_0_B_122.pt,8.59896464049801
R_1_E_0_S_46_B_93.pt,5.055701497340626
R_1_E_0_S_24_B_54.pt,7.271720571145517
R_1_E_0_S_45_B_98.pt,5.640610237886342
R_0_E_0_S_18_B_28.pt,6.142770587787328
R_0_E_0_S_6_B_70.pt,7.263900549052864
R_1_E_0_S_33_B_70.pt,5.905391776896635
R_1_E_0_S_33_B_71.pt,6.097962506364457
R_0_E_0_S_26_B_113.pt,4.800234896620009
R_1_E_0_S_7_B_58.pt,7.289677771803471
R_1_E_0_S_49_B_56.pt,5.811836557697134
R_1_E_0_S_45_B_16.pt,6.168177105285611
R_1_E_0_S_35_B_128.pt,3.410723095661111
R_1_E_0_S_5_B_4.pt,9.947410604172884
R_0_E_0_S_15_B_122.pt,5.833781392847984
R_0_E_0_S_37_B_39.pt,7.061593525851713
R_0_E_0_S_40_B_15.pt,5.96986465561662
R_0_E_0_S_13_B_94.pt,8.787916332141117
R_0_E_0_S_40_B_60.pt,5.924560875561731
R_0_E_0_S_1_B_105.pt,9.620556075290155
R_1_E_0_S_41_B_82.pt,5.93493228613332
R_0_E_0_S_14_B_114.pt,8.05678629838277
R_1_E_0_S_45_B_118.pt,4.214831015799326
R_1_E_0_S_9_B_15.pt,6.632742429370691
R_1_E_0_S_2_B_63.pt,8.2350955059968
R_0_E_0_S_31_B_50.pt,6.14301746168845
R_1_E_0_S_33_B_42.pt,5.9446701666660156
R_1_E_0_S_23_B_25.pt,6.132940614513749
R_0_E_0_S_50_B_66.pt,5.766312590814696
R_1_E_0_S_19_B_41.pt,6.511173660825031
R_1_E_0_S_3_B_47.pt,8.569787318913574
R_0_E_0_S_41_B_51.pt,5.895817610067464
R_1_E_0_S_51_B_45.pt,6.184829666172162
R_1_E_0_S_5_B_5.pt,8.100089639891213
R_0_E_0_S_4_B_84.pt,9.592999166446166
R_0_E_0_S_21_B_28.pt,5.95158506616856
R_0_E_0_S_26_B_24.pt,7.036821550389718
R_1_E_0_S_6_B_109.pt,9.491149451839899
R_0_E_0_S_8_B_35.pt,7.189324175233187
R_0_E_0_S_24_B_84.pt,7.072871349335783
R_1_E_0_S_9_B_120.pt,5.393823370974692
R_1_E_0_S_40_B_4.pt,6.906420440286661
R_1_E_0_S_16_B_34.pt,7.377301503351454
R_0_E_0_S_1_B_81.pt,10.291677576699813
R_0_E_0_S_7_B_113.pt,6.503972096048894
R_0_E_0_S_12_B_110.pt,8.413472407450348
