name,compressed_bit_size,original_bit_theory,avg_bit_per_entry,time_quantlization,time_val2index,time_encoding,time_used
R_0_E_0_S_23_B_26.pt,824086676,1086324736,12.137610770560599,2.560176134109497,6.066238164901733,35.22530913352966,43.851723432540894
R_0_E_0_S_40_B_81.pt,811563506,1086324736,11.953162498915978,1.876556634902954,4.270724773406982,37.49624943733215,43.64353084564209
R_0_E_0_S_21_B_41.pt,805036402,1086324736,11.857027650339724,3.457392454147339,6.708786249160767,34.95463228225708,45.120810985565186
R_1_E_0_S_31_B_113.pt,640283964,1086324736,9.43046133858817,2.7656450271606445,7.036508321762085,35.579636096954346,45.381789445877075
R_0_E_0_S_47_B_128.pt,480125238,1086324736,7.071553793653098,2.677778482437134,5.875490427017212,40.010199546813965,48.56346845626831
R_0_E_0_S_35_B_97.pt,792508300,1086324736,11.672506737432885,4.540750741958618,6.109980583190918,34.93366074562073,45.584392070770264
R_0_E_0_S_21_B_103.pt,787560928,1086324736,11.599639067778716,2.979469060897827,8.66439938545227,34.74493932723999,46.38880777359009
R_1_E_0_S_41_B_16.pt,790569402,1086324736,11.643949560216955,3.4220163822174072,4.1876325607299805,38.09454846382141,45.7041974067688
R_0_E_0_S_9_B_102.pt,861454186,1086324736,12.687980416198494,2.261683225631714,3.3413636684417725,40.39185380935669,45.994900703430176
R_0_E_0_S_5_B_2.pt,859065056,1086324736,12.652791969564431,4.253432750701904,6.169054985046387,35.4756600856781,45.89814782142639
R_1_E_0_S_40_B_98.pt,762475132,1086324736,11.230161394391741,3.5129542350769043,7.8481974601745605,36.98054337501526,48.341695070266724
R_0_E_0_S_2_B_123.pt,857603214,1086324736,12.631261140683442,3.6955864429473877,8.44214940071106,35.52558183670044,47.66331768035889
R_1_E_0_S_31_B_36.pt,802734910,1086324736,11.823129985323284,3.900294780731201,5.335867643356323,37.69135642051697,46.92751884460449
R_1_E_0_S_13_B_86.pt,935194222,1086324736,13.774065025064475,4.056962013244629,8.020289897918701,35.75271129608154,47.82996320724487
R_1_E_0_S_6_B_12.pt,853685558,1086324736,12.57355970581526,3.2220356464385986,8.631527423858643,35.373457193374634,47.227020263671875
R_1_E_0_S_45_B_3.pt,770223000,1086324736,11.344276339851291,4.05262017250061,4.3733861446380615,39.451497316360474,47.877503633499146
R_1_E_0_S_9_B_1.pt,867987338,1086324736,12.784204343110899,3.7047135829925537,7.949145317077637,38.72097373008728,50.37483263015747
R_1_E_0_S_35_B_6.pt,802495922,1086324736,11.819610036017812,2.5634610652923584,9.461035013198853,38.76601457595825,50.79051065444946
R_1_E_0_S_23_B_68.pt,780742494,1086324736,11.499213347563872,2.5829992294311523,7.573538303375244,39.88077688217163,50.03731441497803
R_1_E_0_S_49_B_56.pt,789828814,1086324736,11.63304176477852,2.548663854598999,7.1491615772247314,39.78747081756592,49.48529624938965
R_0_E_0_S_27_B_102.pt,792591002,1086324736,11.67372481887405,2.6822404861450195,7.593806028366089,41.820279121398926,52.096325635910034
R_0_E_0_S_28_B_121.pt,739651448,1086324736,10.8940013752941,4.51464319229126,6.487931728363037,39.930814266204834,50.93338918685913
R_1_E_0_S_19_B_118.pt,699170820,1086324736,10.297779981694166,2.4599359035491943,6.182583808898926,42.534308433532715,51.176828145980835
R_1_E_0_S_35_B_3.pt,760104090,1086324736,11.195239357966713,2.2132904529571533,6.820462226867676,43.7121102809906,52.74586296081543
R_1_E_0_S_17_B_12.pt,796678608,1086324736,11.733929372662283,2.6449530124664307,7.691961288452148,42.42782545089722,52.764739751815796
R_1_E_0_S_46_B_93.pt,701030638,1086324736,10.325172424316406,4.189823389053345,6.690358638763428,42.244686126708984,53.12486815452576
R_0_E_0_S_18_B_28.pt,794917600,1086324736,11.70799225913972,4.493722915649414,6.710388660430908,43.29817342758179,54.50228500366211
R_0_E_0_S_1_B_58.pt,1071000532,1086324736,15.774296528584248,3.099797248840332,8.782004117965698,43.16260743141174,55.04440879821777
R_1_E_0_S_33_B_0.pt,1318973206,8720130048,2.4200982301680463,5.47237491607666,13.928462743759155,101.07612705230713,120.47696471214294
R_0_E_0_S_12_B_64.pt,234160628,234897408,15.949814346184697,0.6745820045471191,2.355746269226074,8.961349725723267,11.99167799949646
R_1_E_0_S_4_B_95.pt,193476126,235053056,13.169869257092323,1.0501599311828613,1.8705174922943115,8.923568725585938,11.84424614906311
R_1_E_0_S_39_B_50.pt,166830774,235053056,11.356127120508486,0.700507402420044,2.5554943084716797,11.06483268737793,14.320834398269653
R_1_E_0_S_8_B_49.pt,216269658,234897408,14.731173738622097,0.7208652496337891,2.5616254806518555,11.453848361968994,14.736339092254639
R_0_E_0_S_45_B_15.pt,168813652,235053056,11.491101106977311,0.6799554824829102,2.185375690460205,12.378987789154053,15.244318962097168
R_0_E_0_S_45_B_10.pt,168526950,235053056,11.471585376877636,0.5290415287017822,5.423839330673218,9.976044416427612,15.928925275802612
R_0_E_0_S_39_B_135.pt,95846270,235053056,6.524230512450772,0.5642929077148438,1.3396222591400146,15.2938711643219,17.197786331176758
R_1_E_0_S_6_B_55.pt,188253118,235053056,12.814340469583174,1.0957999229431152,6.273619174957275,9.872826099395752,17.242245197296143
R_1_E_0_S_43_B_44.pt,192339680,234897408,13.101187050986956,0.6865603923797607,3.839250087738037,15.393273115158081,19.91908359527588
R_0_E_0_S_47_B_120.pt,124334052,235053056,8.463386376903774,0.6761400699615479,2.4497194290161133,15.54881238937378,18.67467188835144
R_0_E_0_S_9_B_45.pt,176976264,235053056,12.046727969365351,0.08930802345275879,1.3369112014770508,18.63531732559204,20.06153655052185
