name,compressed_bit_size,original_bit_theory,avg_bit_per_entry,time_quantlization,time_val2index,time_encoding,time_used
R_0_E_0_S_13_B_44.pt,207498378,234897408,14.133719381015903,0.7190759181976318,2.564838409423828,10.931081771850586,14.214996099472046
R_1_E_0_S_42_B_135.pt,39162294,235053056,2.6657671023855993,1.4550089836120605,3.9109561443328857,11.734749794006348,17.100714921951294
R_1_E_0_S_25_B_69.pt,167689940,234897408,11.422173887929832,1.18544602394104,5.118475437164307,12.938383102416992,19.24230456352234
R_1_E_0_S_37_B_125.pt,79438958,235053056,5.4073890790001045,0.3678569793701172,3.7090303897857666,15.039747714996338,19.11663508415222
R_0_E_0_S_20_B_10.pt,126624722,235053056,8.619311684252256,1.2292468547821045,4.554344415664673,14.698495864868164,20.48208713531494
R_0_E_0_S_52_B_35.pt,149192494,235053056,10.155494017486843,2.094019889831543,3.725904703140259,14.988903760910034,20.808828353881836
R_1_E_0_S_20_B_115.pt,88818122,235053056,6.04582631761231,2.249229907989502,4.056311845779419,13.571288824081421,19.876830577850342
R_0_E_0_S_31_B_139.pt,178620550,234897408,12.16671066885506,0.9237267971038818,2.725449323654175,16.496172666549683,20.14534878730774
R_1_E_0_S_7_B_25.pt,150411504,235053056,10.238471709127662,1.3986406326293945,2.6809043884277344,17.10785484313965,21.187399864196777
R_0_E_0_S_2_B_135.pt,92066204,235053056,6.266922409211306,0.8338267803192139,3.599003314971924,17.891287326812744,22.324117422103882
R_0_E_0_S_20_B_30.pt,130395084,235053056,8.875959238751612,1.4816272258758545,3.2843897342681885,17.62586784362793,22.391884803771973
R_0_E_0_S_2_B_90.pt,170107832,235053056,11.579195600843411,1.027850866317749,2.8120830059051514,16.89781427383423,20.73774814605713
R_1_E_0_S_1_B_9.pt,210957056,234897408,14.369306688986539,0.6215846538543701,4.889686584472656,15.674988031387329,21.186259269714355
R_0_E_0_S_44_B_100.pt,99286388,235053056,6.758398444306974,1.1587958335876465,3.8640012741088867,17.72833514213562,22.751132249832153
R_0_E_0_S_43_B_4.pt,167997338,234897408,11.44311225435063,1.668348789215088,4.716019630432129,16.823776721954346,23.208145141601562
R_1_E_0_S_51_B_4.pt,162254128,234897408,11.051914408523402,0.6178765296936035,4.723104000091553,19.151133060455322,24.49211359024048
R_0_E_0_S_35_B_89.pt,157141456,234897408,10.703665559391784,0.19882917404174805,2.8473823070526123,21.77718710899353,24.82339859008789
R_0_E_0_S_7_B_65.pt,161196590,235053056,10.972609690299027,1.7128002643585205,4.5210490226745605,18.056963443756104,24.290812730789185
R_1_E_0_S_25_B_89.pt,157743486,234897408,10.744672738151287,1.8468902111053467,4.511355638504028,19.150816679000854,25.50906252861023
R_1_E_0_S_31_B_113.pt,298307752,1086324736,4.393643883664636,2.785963773727417,7.662165641784668,29.09814429283142,39.546273708343506
R_0_E_0_S_47_B_128.pt,207901814,1086324736,3.0620945227192173,3.2113306522369385,5.729429006576538,30.89786720275879,39.838626861572266
R_1_E_0_S_35_B_3.pt,534049398,1086324736,7.865779066638137,2.566695213317871,3.6003196239471436,33.50824570655823,39.67526054382324
R_0_E_0_S_1_B_58.pt,1052917042,1086324736,15.507952745356615,4.706511735916138,6.927963018417358,26.703561067581177,38.33803582191467
R_1_E_0_S_46_B_93.pt,394279978,1086324736,5.807176656244344,4.011591672897339,6.944689750671387,28.966796875,39.923078298568726
R_1_E_0_S_19_B_118.pt,397505822,1086324736,5.854688695959143,3.861863136291504,6.081360101699829,30.981792449951172,40.925015687942505
R_1_E_0_S_49_B_56.pt,611002744,1086324736,8.999191107436957,3.974498748779297,6.933039426803589,30.66457176208496,41.57210993766785
R_0_E_0_S_18_B_28.pt,611756218,1086324736,9.010288695110777,3.5858073234558105,7.303063154220581,33.04065155982971,43.9295220375061
R_1_E_0_S_23_B_68.pt,586171572,1086324736,8.633463679133234,3.4771809577941895,7.2928993701934814,33.71493411064148,44.48501443862915
R_0_E_0_S_40_B_81.pt,659664636,1086324736,9.715910745863749,4.764023303985596,6.630857944488525,34.10861086845398,45.5034921169281
R_1_E_0_S_6_B_12.pt,736313216,1086324736,10.844834022080116,5.123022079467773,4.971679925918579,36.73560452461243,46.83030652999878
R_1_E_0_S_40_B_98.pt,545395922,1086324736,8.032897036047975,3.1816163063049316,3.638753652572632,40.543798208236694,47.36416816711426
R_1_E_0_S_17_B_12.pt,616267494,1086324736,9.076733298283287,1.9977095127105713,4.591245412826538,39.62710380554199,46.2160587310791
R_0_E_0_S_21_B_103.pt,602671970,1086324736,8.876490795474256,1.4929718971252441,3.2842371463775635,40.661617040634155,45.43882608413696
R_1_E_0_S_45_B_3.pt,558034852,1086324736,8.21905028589904,2.241497755050659,3.561077117919922,41.70555377006531,47.50812864303589
R_1_E_0_S_13_B_86.pt,877704390,1086324736,12.927322534980922,3.711247205734253,6.578031301498413,35.974791288375854,46.26406979560852
R_0_E_0_S_9_B_102.pt,757646990,1086324736,11.159049811050238,2.316349744796753,6.117448568344116,40.292680501937866,48.726478815078735
R_0_E_0_S_5_B_2.pt,730833152,1086324736,10.764120565878379,1.899965524673462,3.648545980453491,41.150075912475586,46.69858741760254
R_1_E_0_S_41_B_16.pt,603064736,1086324736,8.88227567341337,1.861734390258789,6.239465951919556,40.77126145362854,48.872461795806885
R_0_E_0_S_35_B_97.pt,619002824,1086324736,9.117020772690939,3.6402182579040527,6.185180902481079,36.80543279647827,46.6308319568634
R_0_E_0_S_28_B_121.pt,485141832,1086324736,7.145441003747888,4.359488010406494,7.1452553272247314,36.01701307296753,47.521756410598755
R_0_E_0_S_2_B_123.pt,734181398,1086324736,10.813435410900926,3.476355791091919,6.038887977600098,39.04064083099365,48.55588459968567
R_1_E_0_S_43_B_58.pt,550229494,1086324736,8.104088595475009,3.2765417098999023,7.099069118499756,38.30482244491577,48.68043327331543
R_1_E_0_S_31_B_36.pt,637222690,1086324736,9.385373178135934,2.1223628520965576,4.067596912384033,41.18738341331482,47.37734317779541
R_0_E_0_S_27_B_102.pt,618935500,1086324736,9.11602918705885,4.034051418304443,4.267836570739746,40.64052772521973,48.942415714263916
R_1_E_0_S_35_B_6.pt,630002340,1086324736,9.279027813650005,5.130894660949707,6.243837594985962,38.097293853759766,49.472026109695435
R_0_E_0_S_23_B_26.pt,678476380,1086324736,9.992980662460033,2.6813433170318604,8.332357406616211,38.960004568099976,49.97370529174805
R_0_E_0_S_21_B_41.pt,643428808,1086324736,9.476780364872406,3.3897435665130615,6.718846321105957,39.49277687072754,49.60136675834656
R_1_E_0_S_9_B_1.pt,747325382,1086324736,11.007027379334204,4.520453214645386,6.86103367805481,39.264448404312134,50.64593529701233
R_1_E_0_S_6_B_31.pt,786106544,1086324736,11.578218084504705,3.694640874862671,7.0782482624053955,40.56305503845215,51.335944175720215
R_1_E_0_S_33_B_0.pt,1225224290,8720130048,2.2480844359077157,4.076235294342041,6.863456726074219,108.96007108688354,119.8997631072998
R_0_E_0_S_39_B_135.pt,45407394,235053056,3.0908694248161575,1.911801815032959,6.012399196624756,4.006712198257446,11.930913209915161
R_0_E_0_S_47_B_120.pt,62249536,235053056,4.237309622556024,1.1207692623138428,3.336961030960083,11.256635189056396,15.714365482330322
R_0_E_0_S_45_B_15.pt,123773448,235053056,8.425226209354198,0.845848560333252,2.5150039196014404,12.797709703445435,16.158562183380127
R_0_E_0_S_45_B_10.pt,122639130,235053056,8.348013479986408,0.8667364120483398,3.385359048843384,13.292598724365234,17.544694185256958
R_1_E_0_S_43_B_44.pt,173549290,234897408,11.821282591589942,1.1470258235931396,2.022061586380005,12.830267429351807,15.999354839324951
